Duration	Gender	Age	Region	AN_1	AN_2	AN_3	AN_4	AN_5	AN_6	AN_7	AN_8	AC_1	AC_2	AC_3	AC_4	AC_5	AC_6*	AC_7	AC_8	AC_9*	AC_10	AC_11	RATE_WITCH	MR_1	MR_2	MR_3	MR_4	MR_5	MR_6	MR_7	MR_8	MR_9	MR_10	MR_11	MR_12	MR_13	SBS_1	SBS_2	SBS_3	SBS_4	SBS_5	SBS_6	AM_1	AM_2	AM_3	AM_4	AM_5	AM_6	AM_7	AM_8	AM_9	AM_10	AM_11	AM_12	AM_13	AM_14	AM_15	IRI_2:EC	IRI_3:PT*	IRI_4:EC*	IRI_8:PT	IRI_9:EC	IRI_11:PT	IRI_14:EC*	IRI_15:PT*	IRI_18:EC*	IRI_20:EC	IRI_21:PT	IRI_22:EC	IRI_25:PT	IRI_28:PT	REL	FNL1	FNL2	EDU	NAT_1	NAT_2	NAT_3	NAT_4	EXCLUDE	LNG1	LNG2	EXP_1	EXP_2	EXP_3	RHAB
474	男性	53	北海道・東北	3	4	3	4	2	5	4	4	5	2	4	1	2	4	4	4	4	1	1	A	3	3	3	3	3	3	2	2	3	2	2	4	4	0	0	3	1	1	1	5	5	5	0	0	8	0	0	0	7	7	5	7	0	6	4	7	4	5	4	3	4	4	5	5	4	4	3	3	なし	仏教式		大学・大学校	日本	日本	会社員	秋田		はい		5	1	2	0
529	男性	27	関東	5	4	4	5	4	5	5	5	6	5	3	2	6	7	2	2	1	5	6	A	3	2	1	1	2	4	1	2	1	1	1	3	1	-4	-2	3	3	2	4	7	10	9	6	7	10	8	10	9	10	9	10	10	9	9	6	2	5	2	6	6	2	2	2	7	6	7	6	6	神道	神式（神道式）		大学・大学校	日本	日本	自由業	東京		はい		5	3	1	10
470	女性	39	中部・北陸	4	5	4	2	2	2	2	2	4	3	1	1	2	4	4	2	4	1	2	A	3	3	3	3	3	3	4	3	3	3	2	4	4	0	0	0	0	0	1	4	7	5	3	5	7	4	5	4	7	4	5	6	5	6	3	5	5	5	4	4	5	5	5	4	5	1	3	3	なし	仏教式		大学・大学校	日本	日本	農業	新潟県		はい		5	2	1	4
821	女性	30	近畿（関西）	5	5	3	4	4	5	5	4	1	2	2	1	2	7	2	1	3	1	1	A	1	1	1	1	1	1	1	2	2	1	1	2	2	4	4	4	4	4	4	0	10	10	0	6	10	1	0	5	8	6	6	5	1	8	7	7	1	6	6	7	1	2	1	5	7	5	4	6	仏教	仏教式		大学・大学校	日本	日本	教員	大阪府		はい		5	2	2	10
938	男性	49	中国・四国	4	5	4	4	4	3	3	4	4	4	4	4	4	6	4	5	6	7	7	A	5	5	5	4	7	5	5	5	5	5	5	5	5	0	0	1	1	1	1	10	6	6	6	0	7	5	0	0	3	3	5	5	0	0	1	1	6	4	1	3	3	3	3	3	4	7	6	5	なし	無宗教式	特にありません	専門学校・高等専門学校（高専）・短期大学	japan	lapan	会社員	山口県		はい		7	1	1	0
596	男性	51	近畿（関西）	1	1	1	1	1	1	2	1	1	1	1	1	1	4	4	1	4	1	1	B	1	1	1	7	4	1	7	1	7	1	1	7	4	-4	-4	-4	-4	-4	4	0	5	5	0	0	5	0	0	0	5	0	5	5	0	5	1	7	4	4	1	2	6	7	5	3	1	1	1	2	なし	仏教式		大学・大学校	日本	日本	会社員	大阪		はい		4	1	1	0
678	女性	49	関東	2	2	3	3	1	3	2	2	2	4	4	4	4	4	4	4	4	4	4	A	2	2	2	2	2	3	3	1	3	2	2	2	2	-4	0	0	0	0	2	5	7	5	5	6	8	5	7	5	9	5	9	5	5	8	3	6	3	5	4	3	3	5	3	2	5	3	4	4	なし	仏教式		専門学校・高等専門学校（高専）・短期大学	日本	日本	会社員	茨城県		はい		7	1	1	0
1022	男性	29	九州・沖縄	2	2	1	4	1	4	1	1	7	6	5	1	5	6	4	3	1	2	1	A	6	5	4	7	7	7	7	1	7	7	1	7	7	-4	-4	-4	-4	-4	-4	0	10	0	0	0	10	0	0	0	10	0	2	1	0	6	1	5	5	3	2	5	6	3	5	6	5	1	4	6	なし	無宗教式		高等学校	日本	日本	無職	宮崎県		はい		6	2	1	0
414	男性	46	北海道・東北	4	2	2	3	3	3	4	2	3	3	3	1	3	1	3	4	2	3	5	B	2	3	6	3	2	3	3	4	4	3	4	3	4	3	-1	-4	-3	-3	2	2	9	10	0	1	1	2	1	1	9	3	3	0	2	3	3	4	5	5	4	3	3	4	5	5	4	4	3	2	なし	仏教式	なし	大学・大学校	日本	札幌	公務員	北海道		はい	ネイティブ(母語が日本語である)	3	3	4	3
1422	女性	44	中部・北陸	5	4	4	4	2	3	3	3	3	2	1	1	1	1	1	1	3	1	2	A	4	4	4	4	4	4	4	4	4	4	4	4	4	-4	-4	0	0	0	0	5	5	5	5	5	5	5	5	5	5	5	5	5	5	5	3	7	7	1	1	1	7	7	7	1	1	1	1	1	なし	仏教式		大学・大学校	japan	japan	主婦	愛知県		はい		7	1	1	0
380	男性	54	関東	3	3	3	3	2	2	2	2	5	4	4	4	5	4	4	4	1	3	3	A	3	3	3	3	3	3	4	4	4	3	4	4	3	-1	-1	-1	-1	-1	-2	5	3	3	3	6	3	3	3	6	3	3	3	3	3	3	3	5	4	3	4	4	4	4	3	4	4	3	3	3	なし	仏教式		高等学校	日本	日本	会社員	東京都		はい		5	1	1	0
383	男性	28	関東	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	A	7	4	3	3	3	4	4	3	3	3	2	3	4	0	0	0	-1	-1	-1	2	2	5	5	3	4	3	5	3	5	3	3	4	4	3	5	4	3	4	3	4	5	3	4	4	3	3	4	5	なし	その他		大学・大学校	日本	日本	公務員	千葉県		はい	基礎レベル（Basic）	2	1	1	0
371	男性	50	近畿（関西）	5	4	3	2	2	2	2	2	3	4	4	4	4	3	3	3	3	4	4	B	4	3	3	3	1	4	3	3	3	3	2	1	3	-2	4	0	-1	-2	-3	2	4	3	3	3	3	3	3	3	3	3	3	4	4	3	4	6	6	5	5	5	6	5	4	4	4	5	5	5	創価学会	仏教式		高等学校	日本	日本	会社員	大阪府		はい	基礎レベル（Basic）	3	3	4	3
458	男性	36	北海道・東北	2	2	3	3	2	4	3	4	4	2	5	3	4	6	5	3	4	3	6	B	4	3	4	5	6	5	3	4	3	4	6	5	4	0	1	-1	2	1	0	4	8	7	6	4	3	5	4	5	8	7	6	7	3	4	4	4	3	5	4	6	5	4	5	3	4	3	5	4	なし	仏教式		高等学校	日本	日本	会社員	岩手県		はい	ネイティブ(母語が日本語である)	6	5	4	3
698	男性	35	近畿（関西）	3	3	3	4	1	3	1	1	5	5	4	4	4	4	7	4	1	5	4	A	1	1	1	1	1	1	1	1	1	1	1	1	3	0	0	0	0	0	4	10	5	5	5	5	5	5	5	5	5	5	5	5	5	5	4	4	4	4	4	4	4	4	4	4	4	4	4	4	なし	仏教式		専門学校・高等専門学校（高専）・短期大学	日本	日本	警備	大阪		はい		6	5	1	0
459	女性	34	中部・北陸	3	3	2	4	3	3	3	2	5	4	5	3	4	2	4	4	5	4	4	A	4	4	5	4	3	3	4	4	4	3	3	3	4	3	-2	-2	-1	-1	-3	1	6	3	4	4	3	3	3	3	4	3	1	1	9	4	5	5	5	4	6	5	4	4	4	3	2	2	2	4	仏教	仏教式		専門学校・高等専門学校（高専）・短期大学	日本	日本	会社員	愛知県		はい		5	5	5	4
782	男性	52	関東	4	4	2	4	4	4	2	3	6	1	1	1	1	6	1	1	3	1	1	B	3	3	3	3	3	3	3	3	3	3	3	3	3	0	-2	0	0	-3	1	0	10	0	0	0	10	0	0	0	10	0	8	5	0	10	4	5	2	3	6	4	2	6	2	4	5	4	3	3	なし	仏教式		大学・大学校	日本	日本	会社員	千葉県		はい		6	4	1	10
634	女性	42	近畿（関西）	5	5	4	4	5	4	4	4	7	6	5	5	5	5	4	4	4	4	4	B	5	1	1	4	4	4	2	1	4	3	2	6	4	0	2	1	2	2	2	5	6	4	4	5	5	4	4	5	5	6	6	6	6	6	5	7	3	5	6	6	3	5	2	6	7	5	6	5	なし	仏教式		専門学校・高等専門学校（高専）・短期大学	日本	日本	主婦	兵庫		はい	ネイティブ(母語が日本語である)	7	6	6	7
443	男性	35	関東	3	3	3	3	1	1	1	1	7	5	1	6	6	1	2	7	1	5	4	A	2	2	1	5	2	1	2	1	1	2	2	3	3	-4	-4	3	4	3	4	5	5	0	5	2	5	0	0	0	7	0	0	0	0	6	5	3	6	1	2	3	3	7	3	3	3	3	3	3	なし	無宗教式		大学・大学校	日本	日本	会社員	東京都		はい		6	1	1	4
360	男性	38	近畿（関西）	4	4	2	2	1	4	2	2	5	6	2	3	3	5	6	3	2	3	3	A	5	2	2	2	2	1	2	1	2	1	2	2	2	-4	-4	-3	2	2	-3	0	8	2	0	1	8	0	0	1	9	1	9	8	2	9	2	5	5	5	5	5	3	3	4	5	6	6	5	5	仏教	仏教式		大学院	日本	日本	会社員	奈良県		はい		6	5	1	0
574	男性	45	中国・四国	4	4	4	3	2	4	4	2	6	6	2	5	5	4	6	3	2	2	2	A	3	2	2	2	3	2	2	3	3	3	1	3	2	1	1	2	0	0	2	0	7	4	3	5	7	2	4	2	8	4	5	6	3	4	5	3	2	4	5	3	2	2	3	5	4	5	3	2	浄土真宗	仏教式		大学・大学校	日本	日本	無職	山口県		はい		8	1	1	0
1119	女性	46	近畿（関西）	3	3	3	3	2	2	2	2	5	5	4	5	5	4	5	5	2	5	5	B	4	4	3	2	2	2	2	2	2	2	2	4	4	0	0	0	-4	-3	1	5	5	5	6	4	5	6	5	5	4	6	4	5	5	4	4	5	5	4	4	4	4	5	4	5	5	4	3	3	浄土真宗	仏教式		高等学校	日本	日本	食品小売	兵庫県		はい		3	3	1	2
1017	女性	50	関東	5	5	5	5	5	5	5	5	6	5	4	4	4	4	4	4	4	4	4	B	1	1	1	1	1	1	1	1	1	1	1	1	1	0	0	4	3	3	3	9	9	8	6	8	8	7	8	8	8	8	8	7	7	7	6	5	3	4	5	5	2	2	2	6	6	7	4	7	なし	無宗教式		大学・大学校	日本	日本	会社員	埼玉県		はい	ネイティブ(母語が日本語である)	7	6	1	5
523	女性	46	関東	4	4	3	3	3	3	3	3	6	4	4	4	5	5	4	4	5	4	5	A	3	3	3	3	3	3	3	3	3	3	3	3	3	1	1	1	1	1	1	6	5	5	5	5	6	6	6	5	6	6	5	5	5	5	5	5	4	5	5	5	3	3	3	5	5	5	4	5	なし	仏教式		専門学校・高等専門学校（高専）・短期大学	日本	日本	看護師	神奈川県		はい	会話レベル（Conversational）	2	1	1	0
1303	男性	53	中部・北陸	3	3	3	3	2	1	1	2	4	3	3	5	4	5	3	4	4	2	4	B	4	3	4	3	2	1	4	2	2	2	1	5	4	-2	2	0	-2	0	4	7	6	4	5	5	3	2	3	5	5	5	6	7	5	3	3	4	5	5	4	6	3	1	5	4	5	4	3	5	なし	仏教式		高等学校	日本	日本	パート	新潟県		はい		2	1	1	0
2266	女性	59	関東	3	3	3	3	1	4	3	3	4	4	4	4	4	4	4	4	4	4	4	B	1	1	1	1	1	1	1	1	1	1	1	1	1	-3	-3	-3	-3	-3	-3	0	0	0	5	0	7	0	5	0	7	5	6	3	3	7	4	4	4	4	4	4	4	4	4	4	4	4	4	4	なし	仏教式		専門学校・高等専門学校（高専）・短期大学	日本	日本	専業主婦	東京都		はい		6	5	1	0
704	男性	55	中国・四国	3	3	3	4	4	4	4	3	5	4	3	3	4	4	5	3	3	2	1	A	2	2	2	3	3	3	2	3	3	2	2	4	3	-3	-2	-2	-3	-2	1	2	4	3	0	6	7	0	6	0	8	5	4	6	2	6	5	3	4	4	5	6	3	2	3	5	6	4	5	5	なし	仏教式		大学・大学校	日本	日本	自営業	鳥取県		はい		5	2	1	1
466	女性	50	中部・北陸	4	5	3	4	5	5	5	4	7	7	2	4	4	7	7	4	3	5	5	A	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	4	4	-1	4	3	10	6	4	7	10	7	8	4	10	7	7	7	4	7	7	7	1	5	7	5	2	3	3	7	4	6	6	6	なし	仏教式		専門学校・高等専門学校（高専）・短期大学	日本	日本	会社員	長野県		はい		8	4	1	0
468	男性	44	関東	5	5	5	5	5	5	5	5	4	4	2	2	2	3	4	4	4	4	4	A	1	1	1	1	1	1	1	1	1	1	1	1	1	0	0	0	0	0	0	5	5	5	5	5	5	5	5	5	5	5	5	5	5	5	4	4	4	4	3	3	4	4	4	3	4	4	4	4	なし	仏教式		大学・大学校	日本	日本	食品メーカー	神奈川		はい	ネイティブ(母語が日本語である)	4	4	1	6
723	女性	44	関東	2	4	5	4	5	5	3	4	6	6	5	7	4	5	5	7	5	7	7	A	6	1	1	5	5	2	2	2	6	2	4	2	3	4	2	3	3	3	3	3	9	3	0	7	10	0	5	2	10	5	9	8	1	8	2	6	2	6	4	3	3	4	2	4	5	2	6	5	仏教	仏教式		大学・大学校	日本	日本	主婦	新潟		はい		3	8	1	0
1070	女性	58	関東	4	5	4	3	3	3	3	3	5	5	3	5	5	5	5	5	2	5	4	A	2	2	2	2	2	2	2	2	2	2	2	6	6	4	4	4	4	4	4	6	6	6	6	6	6	5	5	5	6	5	6	6	5	6	5	5	2	6	6	6	2	2	2	4	6	6	4	5	なし	仏教式		大学・大学校	日本	日本	会社員	神奈川県		はい	ネイティブ(母語が日本語である)	5	3	2	1
615	女性	57	関東	4	4	3	4	3	5	4	4	4	4	3	4	3	4	4	5	4	4	3	A	3	1	1	1	2	2	2	1	3	1	1	2	1	0	-3	0	0	0	1	5	6	5	5	5	6	5	5	4	7	5	7	6	5	6	6	3	2	5	7	6	1	2	2	5	6	7	5	5	なし	無宗教式		大学・大学校	日本	日本	主婦	千葉県		はい		5	2	1	0
719	男性	54	関東	5	3	3	4	4	4	4	4	4	3	3	2	3	5	3	3	4	4	4	B	1	1	1	1	1	1	1	1	2	1	1	2	2	1	1	1	1	1	1	0	10	0	0	0	10	0	0	0	10	0	10	10	0	10	5	5	4	5	5	5	3	2	3	5	5	4	5	5	なし	仏教式		大学・大学校	日本	日本	会社員	千葉		はい		6	3	1	3
1826	男性	54	関東	5	4	4	3	3	4	3	2	4	4	3	3	3	5	4	4	4	3	3	A	2	2	1	1	1	1	1	1	1	1	1	2	1	0	0	0	0	0	0	5	5	5	5	4	7	3	2	5	3	4	4	4	3	5	4	6	2	5	6	4	2	4	3	3	4	4	4	4	仏教	仏教式		大学・大学校	日本	日本	会社員	神奈川県		はい		4	1	1	1
679	男性	60	北海道・東北	3	3	2	2	1	1	1	1	6	5	2	4	5	4	5	4	1	5	5	A	6	3	3	5	4	3	3	4	5	4	2	5	4	-2	-3	-3	-3	-3	-2	4	4	2	1	2	4	1	1	1	6	2	2	1	1	3	3	5	4	4	3	4	4	3	4	4	4	3	3	5	なし	仏教式		大学・大学校	日本	日本	公務員	北海道		はい		5	3	1	1
516	女性	36	北海道・東北	5	5	4	4	3	4	4	3	3	3	3	1	4	5	4	4	5	3	3	A	4	1	1	1	1	1	1	1	4	1	1	4	4	0	0	1	1	1	4	5	6	6	0	5	10	0	6	0	10	6	5	6	5	10	5	1	1	6	6	7	1	1	2	4	6	2	6	4	なし	無宗教式		大学・大学校	日本	日本	会社員	北海道		はい		7	1	1	0
847	男性	57	中国・四国	5	5	5	5	3	1	1	1	7	7	4	4	4	4	4	7	1	4	4	B	3	3	3	3	3	3	5	3	3	3	3	3	3	2	2	0	1	-1	3	5	8	5	8	5	5	2	5	5	5	5	7	6	0	7	5	5	1	4	6	6	2	3	2	5	6	5	2	2	浄土真宗	仏教式		高等学校	日本	日本	団体職員	山口		はい		4	1	1	0
527	女性	32	関東	4	4	4	4	3	4	3	4	6	6	4	4	4	4	4	4	4	3	3	A	3	2	2	2	2	2	2	2	2	2	2	2	2	-3	-3	-3	0	-1	2	5	8	7	8	6	6	6	6	5	6	6	6	6	6	6	4	4	4	4	4	5	3	5	5	5	5	4	4	5	なし	仏教式		大学・大学校	日本	日本	会社員	神奈川県		はい		2	7	1	5
989	男性	60	中部・北陸	3	2	2	3	2	3	3	2	3	3	3	3	4	4	5	4	4	3	3	A	3	3	3	3	3	3	3	3	3	3	2	3	3	0	-1	1	0	0	0	4	6	6	4	5	6	4	6	5	6	6	6	6	5	6	4	5	5	4	4	3	4	4	4	4	5	3	3	5	神道	仏教式		専門学校・高等専門学校（高専）・短期大学	日本	日本	自営業	石川県		はい		5	1	1	2
408	男性	49	中部・北陸	1	1	3	3	1	4	4	2	3	4	3	3	4	4	4	4	3	4	4	A	1	1	1	1	1	1	2	1	2	2	2	2	2	-4	-4	-4	-4	-4	-4	0	2	3	3	4	8	3	2	3	8	4	5	4	8	4	3	3	3	3	5	4	4	3	4	3	3	4	3	4	なし	仏教式		高等学校	日本	日本	会社員	新潟県		はい	ネイティブ(母語が日本語である)	2	2	1	10
774	男性	49	関東	3	4	4	4	2	4	2	2	1	1	1	1	1	6	6	1	6	1	1	A	2	2	2	2	2	2	1	1	1	1	1	4	3	-4	1	1	2	2	3	9	7	4	5	7	6	5	3	5	7	6	6	5	4	5	2	2	2	6	6	5	3	5	2	3	6	2	2	1	なし	仏教式		専門学校・高等専門学校（高専）・短期大学	日本	日本	派遣社員	神奈川県		はい		5	4	1	1
538	男性	50	近畿（関西）	3	3	3	3	3	3	3	3	2	2	3	4	4	4	4	4	4	4	4	A	3	3	3	3	3	3	3	3	3	3	3	3	3	0	0	0	0	0	0	5	6	6	5	5	5	5	5	5	5	5	5	5	5	5	4	4	4	4	4	4	4	3	3	4	4	4	4	4	なし	無宗教式		大学・大学校	日本	日本	自営業	大阪府		はい		1	1	1	0
706	女性	29	関東	3	4	2	4	4	2	2	2	4	3	3	1	4	4	5	1	3	1	1	B	7	5	4	6	6	4	6	5	7	5	5	7	4	1	2	2	0	0	1	0	5	1	0	0	10	0	1	1	10	2	8	8	0	8	4	5	5	5	6	7	4	2	4	4	6	4	5	5	なし	仏教式		大学・大学校	日本	日本	家事手伝い	東京都		はい		8	5	2	4
686	男性	36	近畿（関西）	5	5	5	5	3	5	5	5	5	7	4	5	5	7	7	7	7	7	5	A	1	1	1	4	1	1	1	1	4	1	1	1	1	4	0	4	4	4	4	3	5	10	8	10	5	6	10	10	7	8	10	10	10	6	7	7	7	7	7	7	7	7	7	7	7	7	7	7	なし	その他		高等学校	日本	日本	契約社員	京都府		はい	会話レベル（Conversational）	6	3	3	3
1051	男性	38	北海道・東北	3	4	3	4	1	4	4	2	5	2	2	3	4	5	3	2	3	3	1	B	5	2	2	3	2	1	2	1	5	2	1	2	4	-2	-2	-1	-3	0	1	1	9	2	1	2	8	1	4	1	9	5	7	6	4	6	6	5	4	5	6	5	2	3	3	7	5	3	3	4	なし	仏教式		高等学校	日本	日本	鉄道員	北海道		はい		6	2	2	2
690	女性	53	中国・四国	4	4	4	5	5	4	3	5	6	4	2	2	2	4	2	2	4	2	1	A	4	2	1	3	2	3	2	1	1	2	1	3	3	0	2	3	1	3	4	8	6	10	6	6	10	6	10	7	9	10	9	10	9	10	4	6	5	6	6	3	5	5	3	6	3	6	2	5	神	神式（神道式）		高等学校	日本	日本	会社員	広島県		はい		3	1	1	5
755	男性	53	関東	3	4	3	3	2	3	3	3	5	4	1	4	5	4	4	1	5	1	1	A	3	3	3	3	3	3	3	3	3	3	3	4	3	1	1	1	1	1	1	5	6	5	0	5	8	0	5	0	8	5	2	5	5	3	5	4	3	4	5	4	3	4	3	4	5	5	3	3	なし	仏教式	祖母の影響	大学院	日本	日本	会社員	東京都		はい	ネイティブ(母語が日本語である)	4	2	1	1
391	女性	37	中国・四国	2	3	2	3	2	2	2	4	4	5	4	5	5	5	4	4	4	4	4	A	1	2	2	2	2	2	1	2	2	2	2	2	3	0	-2	0	0	0	0	2	1	3	2	1	1	1	1	2	2	3	1	1	2	2	5	3	5	4	6	5	4	2	3	2	2	3	4	4	無信仰	仏教式		高等学校	日本	日本	自営業	徳島県		はい		1	1	1	1
646	女性	54	関東	2	2	2	2	4	4	4	2	6	6	5	6	4	3	5	5	2	4	4	A	5	6	5	5	5	5	5	5	5	5	5	5	5	0	0	2	1	-4	1	0	2	1	6	2	3	1	2	1	2	2	1	1	1	1	5	5	3	5	5	5	3	3	3	5	5	4	5	5	仏教	仏教式		専門学校・高等専門学校（高専）・短期大学	日本	日本	会社員	千葉県		はい		5	2	1	5
861	男性	50	九州・沖縄	4	4	2	4	1	4	3	2	7	7	4	5	5	3	5	5	1	5	6	A	5	2	2	3	2	2	3	1	3	2	1	2	2	3	3	2	2	2	3	5	5	5	7	7	5	5	5	5	5	5	5	5	5	5	5	5	2	6	6	3	2	4	3	6	6	6	4	5	浄土真宗本願寺派	仏教式		大学・大学校	日本	日本	建設業	鹿児島県		はい		5	1	1	6
689	男性	46	関東	5	4	4	3	3	3	3	3	5	6	5	4	4	4	4	4	4	5	4	A	5	5	4	4	4	4	5	3	3	3	3	4	4	3	0	0	0	1	1	4	5	5	4	9	6	5	8	2	3	1	4	7	6	5	6	5	2	6	6	5	6	5	6	6	5	6	5	5	なし	仏教式		大学・大学校	日本	日本	IT	神奈川		はい		4	2	1	3
397	男性	43	関東	4	3	4	3	3	3	3	3	2	3	4	4	3	4	3	3	4	4	4	A	5	4	4	3	4	4	4	2	4	3	4	4	3	-1	-1	0	0	0	-2	5	5	2	5	3	5	0	2	5	6	5	7	5	5	7	4	4	5	3	4	4	5	4	4	4	4	4	4	4	なし	仏教式		高等学校	日本	日本	会社員	神奈川県		はい		2	2	2	0
1011	女性	34	近畿（関西）	5	4	4	5	1	5	5	3	4	4	3	2	4	5	6	3	5	4	2	A	2	1	1	1	1	1	1	2	2	1	1	4	3	0	2	3	0	1	0	0	1	1	0	1	7	0	2	2	8	6	6	4	2	6	3	5	2	7	5	7	2	1	1	5	5	3	2	5	なし	仏教式		大学・大学校	日本	日本	派遣社員	大阪		はい		1	1	1	3
588	男性	42	関東	3	4	3	3	3	3	3	3	3	3	4	3	3	4	4	4	4	4	3	A	2	3	3	3	3	3	3	3	3	3	3	3	3	0	0	0	1	1	1	7	5	5	6	6	5	5	5	5	5	6	5	5	5	5	5	5	4	5	4	3	4	3	4	4	5	4	3	5	仏教	仏教式		高等学校	日本	日本	建設	群馬		はい		4	2	1	1
582	女性	43	中部・北陸	3	2	2	3	2	2	2	1	1	4	1	1	1	1	4	1	1	1	4	A	3	3	3	3	3	3	3	3	4	3	3	4	4	-2	-2	-2	0	-2	0	8	4	0	0	0	6	0	0	0	10	0	3	3	6	5	3	7	7	1	1	1	5	3	5	4	5	1	1	3	なし	仏教式		大学・大学校	日本	日本	デザイナー	新潟		はい		8	1	1	1
429	女性	25	九州・沖縄	4	5	3	3	3	4	4	3	4	4	4	4	4	4	4	4	4	4	4	A	4	3	3	3	3	2	3	3	3	3	2	3	3	0	2	2	2	2	2	5	6	5	5	5	7	5	5	5	7	7	7	6	6	7	4	4	4	4	5	5	2	3	3	6	4	4	4	5	なし	無宗教式		大学・大学校	日本	日本	会社員	大分		はい		2	6	1	0
827	男性	58	近畿（関西）	4	4	3	3	2	2	2	2	4	4	2	3	3	2	5	3	2	3	5	B	3	3	4	4	3	3	3	1	5	3	3	4	3	-3	-2	0	0	0	2	5	7	5	3	6	7	5	5	6	7	5	6	5	4	6	3	4	4	5	5	3	4	3	4	4	5	4	4	4	なし	仏教式		大学・大学校	日本	日本	会社員	滋賀		はい		4	1	1	0
387	男性	46	関東	3	2	3	3	3	3	3	2	4	5	3	3	4	5	4	3	4	4	3	A	4	3	3	4	3	4	3	4	3	3	4	4	3	0	0	0	0	0	0	4	4	5	4	4	4	4	4	4	4	5	4	5	5	5	5	5	4	5	4	4	3	4	5	5	4	4	4	4	なし	仏教式		大学・大学校	日本	日本	会社員	東京都		はい		6	4	2	0
1543	女性	24	九州・沖縄	5	5	2	5	4	5	2	5	4	7	4	5	4	7	1	4	7	4	1	A	1	1	1	1	1	1	1	1	6	1	1	1	2	2	2	3	4	4	2	5	10	8	6	8	10	3	8	6	10	7	10	8	5	10	7	4	2	3	7	3	1	2	2	7	4	5	1	3	なし	仏教式		高等学校	日本	日本	アルバイト	宮崎県		はい		3	1	1	2
632	男性	50	関東	4	4	4	4	4	4	4	4	5	6	4	5	4	4	4	4	4	4	3	B	2	2	2	2	2	2	2	2	2	2	2	2	2	0	2	2	2	2	2	6	7	7	4	6	7	5	6	4	7	5	7	6	5	7	4	4	2	4	5	5	3	2	2	4	5	5	5	4	なし	仏教式		大学・大学校	日本	日本	会社員	群馬		はい		6	4	1	5
609	女性	33	中部・北陸	4	4	4	3	1	5	2	4	6	5	2	5	5	7	5	5	1	2	3	B	5	4	3	4	4	3	4	3	4	4	3	4	5	0	0	1	2	2	4	3	5	3	3	5	5	3	3	3	5	3	5	3	1	5	4	7	5	3	4	4	4	4	4	4	5	4	3	4	仏教	仏教式		高等学校	日本	日本	なし	山梨県		はい		1	1	1	5
4450	女性	43	中国・四国	4	4	3	4	4	4	3	2	5	4	4	4	4	5	6	5	4	4	3	A	5	4	3	3	3	3	3	2	4	3	2	5	4	0	0	1	0	0	1	6	6	6	5	6	6	5	6	5	6	6	6	5	5	6	5	6	4	3	5	5	4	4	3	5	4	5	3	3	なし	仏教式		大学・大学校	日本	日本	なし	広島		はい		5	4	1	5
399	女性	32	関東	5	5	4	4	3	3	2	4	7	6	4	4	4	7	5	5	6	6	6	A	3	1	1	1	1	1	1	1	1	1	1	1	1	0	0	0	0	0	0	5	5	5	0	0	7	0	2	3	2	2	2	2	2	2	4	4	2	3	3	2	2	2	2	4	5	5	5	4	なし	その他	特になし	中学校	日本	日本	医療	神奈川		はい		1	1	1	0
428	女性	34	関東	4	4	4	3	3	3	3	3	4	2	3	3	3	4	3	4	3	3	3	A	2	2	2	1	1	2	2	1	1	1	2	1	1	-4	-4	-4	-4	-4	-4	2	5	5	5	5	5	5	5	5	5	5	5	5	5	5	2	2	3	5	4	4	5	5	5	4	3	2	2	3	なし	仏教式		大学・大学校	日本	日本	事務	東京		はい		3	4	3	2
797	男性	55	北海道・東北	5	5	4	4	3	4	4	3	2	2	1	1	1	7	7	1	1	1	1	A	1	1	1	1	1	1	1	1	2	1	1	1	1	1	1	1	1	1	1	7	7	8	6	6	6	6	8	7	8	8	8	9	8	8	5	5	4	4	5	4	3	4	3	5	5	4	4	4	なし	仏教式		高等学校	日本	日本	会社員	岩手県		はい		4	4	1	2
418	女性	30	近畿（関西）	4	2	2	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	A	5	2	2	3	3	3	3	3	3	3	3	3	3	0	0	0	0	0	0	5	5	5	5	3	6	3	3	2	6	5	5	5	5	5	5	4	2	4	5	5	5	5	5	5	5	5	5	5	なし	仏教式		大学・大学校	日本	日本	会社員	兵庫県		はい		5	4	1	1
1037	女性	59	北海道・東北	5	4	4	4	1	2	3	2	4	4	1	1	3	6	4	3	3	3	3	B	1	1	1	1	1	1	1	1	1	1	1	1	1	0	0	0	0	0	0	5	8	5	5	5	9	5	5	5	10	5	10	5	5	10	4	7	2	2	3	4	2	2	2	3	4	6	6	6	仏教	仏教式		大学・大学校	日本	日本	専業主婦	岩手		はい		2	1	1	2
460	女性	52	関東	3	3	3	3	3	3	3	3	4	4	3	3	3	3	4	2	4	2	3	A	1	1	1	1	1	1	1	1	1	1	1	1	1	4	2	4	-4	-1	4	6	5	5	6	5	5	5	5	5	5	6	5	5	5	5	5	6	1	5	6	5	2	4	1	5	7	6	5	6	なし	仏教式		高等学校	日本	日本	パート	千葉県		はい		6	4	1	7
